Id,Score
1224650,4.164855616293733
1019381,2.7294116430286435
504719,4.013753380596798
1622425,4.786658496425063
482286,4.943626588112135
1074829,4.543010761378144
1599357,3.1561791981403835
1087427,4.90939574840022
203315,2.394499226029643
235783,5.0
418427,4.550478316466124
606664,4.272931260105111
696810,4.566582254833591
223492,4.208196685873785
980977,3.9443011866074005
722783,5.0
338418,4.666973110669623
1446246,4.671777322707289
1346589,3.133828056544821
236375,3.7898715073600204
986998,4.939725316163853
112636,5.0
709913,3.847272489543747
1584482,3.196015944704921
193582,4.66201730041061
1135952,3.465073505395804
389670,3.367791035553725
730761,4.703943195119623
477585,4.901020825858384
749958,4.047352729274351
931033,4.39339742062408
1139449,4.7589444428573335
601607,4.591551178358666
694863,4.158287751996139
1301228,2.38589719508537
331166,2.853180607944515
1338905,3.4548682030447084
840140,3.3582986567096578
1682050,3.73070711040005
1445676,5.0
1415929,3.046512581734242
693164,4.571668471598332
1069701,5.0
160226,3.6792928241421525
1369602,4.996031762571151
1521625,4.994185610356946
98468,4.368675873595997
437956,3.3144173772443124
1001491,3.8777085729463416
1001918,4.1421888936781865
1442224,4.683151200365095
322903,4.254713973804246
529559,5.0
738622,4.7379190227600905
1425126,5.0
1511284,3.130953043477764
1668562,4.444109038626615
1274969,3.6894123748584864
630200,3.453516585461091
1309573,4.46199164233943
1230948,5.0
1547998,4.567714452105449
1097328,4.2222826808926905
1175137,1.7909794655733422
116385,1.9717689765863744
952092,5.0
170056,5.0
28814,2.3320943823947538
1593702,4.362794996639865
1596258,4.21192259201201
1443968,3.170653548743438
563324,2.942528066820307
647903,4.380252880166123
6944,3.9899325924758755
531596,5.0
927186,4.605547029324711
468630,5.0
1129922,4.665681274448923
1477741,4.412105249999715
871815,4.2387579190004425
300910,4.495806057151796
444195,3.7267760818711775
397205,4.146633293835379
1477378,4.4884139118094595
376312,2.5463827818474094
1512714,2.8333284500858023
1443157,3.627876524092461
1636194,3.905163868502347
23721,4.814623344344055
714335,4.648924896193016
1064055,3.3914233559384073
672585,3.536334400927939
1632463,4.623534447605206
1356967,4.511799620720632
859910,3.7302765804263975
1183027,4.247893750583201
1594591,2.7134622391515837
102215,4.7817423353743855
1386623,1.621198619256858
134189,5.0
1614098,4.237418372831542
1178859,2.1315311374595973
863855,4.535042795674792
1286215,3.597530990259653
1117510,4.028545015695258
1584834,4.03824152429247
1651612,4.902890316821016
1557634,2.7392682837334537
788577,4.50539629740855
694394,3.158140066173863
754643,5.0
1666598,4.816853295022128
722087,4.864234023752491
479697,4.8214315975265905
734811,3.0773714781809423
486800,2.2506192294897844
384436,5.0
1486440,5.0
745493,1.9892326952729622
788495,4.973356934990009
1127921,5.0
1512483,3.7390826725222586
188986,2.7140152254773073
1055361,3.780785246877857
1237611,4.5095372411471875
72699,4.859737869956473
1204544,4.848183773993052
326864,3.9849503228105068
92559,5.0
265983,1.9800133449443442
936730,3.6972473924185674
1341646,4.413204316131283
351945,2.572662311703816
1269031,4.550692080333291
407478,3.442999932479402
672861,3.1509520280928456
802742,4.306404688129536
243204,2.9952836176053994
1561704,2.663229054023385
561539,4.173627772169518
238019,5.0
548844,3.148789531416777
358347,4.090944965433699
842015,4.03688190028975
149826,4.93854919639062
763788,3.390394531384155
1028808,3.202557215024867
2385,5.0
1483446,4.568100401265865
1004839,4.563266819434631
1568918,5.0
765235,4.427619014867325
672321,4.502914982946723
1064452,4.9270979350062
1671286,4.08978927417342
1096093,2.8413436563972567
720102,2.126706430273386
494732,4.897493977584556
1429619,4.902874659493632
936225,4.741070749704216
412520,3.8769878312302493
1003436,4.4358979374508305
1266962,3.877928716400703
806230,4.078076431667017
807814,3.570955990779493
382694,3.601667583493163
1060581,4.437470661429992
37906,2.749230985200338
1080972,5.0
1357933,5.0
342091,3.5720070046597012
1691293,2.1591442495315722
149929,4.993346850659935
712267,4.84721187382824
1029370,4.523598782347911
568862,3.7329404029999353
1273886,4.02837541479999
1503858,4.502068169244422
688820,5.0
1322221,5.0
291951,4.331142369513936
1586532,4.9826870495747935
4194,4.951898809859444
1003607,4.789519431677918
1534933,2.095425352848812
1108132,4.593966266181464
1374096,4.92825909887167
1347455,3.9976845668913352
727483,3.3664726362567974
274961,3.531309242894961
386188,4.592455345608697
1313332,1.8032558819464937
971628,4.460043233438216
1580295,3.0710426982387595
1291393,4.69730172187135
846471,4.958319735154478
775047,4.675088442332176
960763,3.3706439740503855
184139,4.112423646701815
1297439,3.1916895047711837
1537294,4.5587981339216
303014,4.664079137328396
875295,4.440921951102637
1316945,4.632922355205795
1231626,4.985053268010331
859802,4.0749055631899145
1009532,4.904221080772772
982780,5.0
935991,2.958583347194947
931863,4.363512324918849
636068,3.286555424653777
849396,3.507641664292616
1414667,3.2084950433099775
1247639,4.319730518979662
242643,4.225664108910149
33126,3.6341488424174315
1004472,4.5258303234237385
613575,3.51729510012905
187322,4.72135380303654
279506,4.3993415047235125
1300087,4.814994264475896
39568,5.0
811939,5.0
735920,4.331589097626355
824693,4.228967097466142
201220,4.271756739291166
1177655,4.951399280698631
301709,3.721181340064885
59959,4.9933176715811785
335751,3.945152096726282
1386072,3.39586066606107
999247,4.022784499489432
1410840,4.238734164921152
204626,5.0
560024,3.5413224803654084
88286,4.000654482349994
1029122,3.9815986577627718
511929,4.957179639225454
597980,5.0
538591,4.861447623536384
1436316,3.336425579133849
1694868,4.159702812702936
1454736,4.53473633892999
1020124,4.790356765051996
952052,4.624467981826717
893195,2.3909583227962976
568727,4.524441244487608
100852,3.9809896878630897
433297,3.611687495048821
1440132,3.376649229967721
327352,4.603704725119597
904137,4.6930749054926135
420575,5.0
913974,4.610087139977623
890661,3.5293534862094633
817209,4.450900154612682
572919,4.907096504939739
207288,4.012811932387136
1444717,4.452869887184824
1520189,3.3497961381411994
270805,4.427132662334905
1178154,4.466941765275969
54750,4.7086764742914795
1191652,4.092842595620425
567591,2.236525794837002
1031225,3.9705299030819092
857238,3.628825275658609
766999,4.960396186551919
159205,3.3314299700631187
178278,3.470301555057655
985744,2.4007873691233184
1007619,2.285966612755196
1291343,4.05083036653274
1440754,3.7874775770022455
1432284,3.940527788097172
713219,4.441664747618283
905725,4.827408732222452
1674828,5.0
346850,4.827970528848823
1412387,4.163935360825785
1142603,4.073430955513344
1348895,3.3388233333631567
1218521,5.0
633145,5.0
1536616,3.3765735610306886
1296691,4.703100653699461
973622,3.5904799770756375
738298,3.5380605827776352
802771,4.6621127623454965
561108,4.4301022752350665
983741,3.405960795295173
124069,4.131217395356809
255844,3.7527139278518753
86039,3.430788418552859
556213,3.640044481259153
1293660,2.89764420285882
1550955,2.195872079081396
248443,4.353512401304615
576267,4.270310644957958
1037624,4.900128138148933
101060,4.519635765208993
922288,5.0
1127160,4.648286623980143
919672,4.980815265480231
616650,3.010196110843383
147164,4.018040542789703
372811,4.52740231563911
949330,4.573467623614887
1183900,2.125464088719495
284952,4.408409501445359
1573443,4.01303024601954
1176155,3.8401758320170423
717961,4.358970205731574
1286117,4.640677912043019
1071297,4.850659802172303
1465106,3.068621629700504
1428206,4.675820179583045
1672849,5.0
324458,4.285898017501954
800469,2.255044103805261
1306980,4.719656126697418
981023,2.73480233716882
1223728,3.103093021477604
1286467,4.204720531783334
455421,4.444323771496161
443075,4.2428832682566515
844412,2.7836619997635355
771139,3.1538063175015507
730003,4.01343013967338
1544121,3.0203266671904836
181464,3.4896207603630587
437205,4.329040605612298
1396676,3.6777707031812263
346398,4.784898563933941
90851,3.2048767606687627
734199,3.7523434589134896
419821,4.9343706131750835
1543669,4.222254097997004
1288040,4.220213243760293
1510564,4.339669973147203
448002,3.9535945005209454
1518354,4.426575068262413
1175377,4.614389398438813
982784,4.263012315391583
59445,3.6163898069997655
188757,3.8476196199349544
1141553,5.0
1471041,3.0978582367830216
1685060,4.465252508901237
948449,1.1338685127031036
712672,3.894110819742966
1320161,4.893669406162456
761193,3.7130291636186192
363364,2.2223230539374095
810555,4.780039244390876
354705,4.802273728835396
124193,4.931281579789289
1009698,3.191367614524716
943864,3.1262854553668986
1262042,3.0225748338121265
1471215,3.507443972682746
841495,4.526343027765441
320130,4.650660765368122
429555,4.9898490090301335
1148221,4.292821399182851
234961,4.495704838644581
797528,2.5515622880841127
717869,2.946305680455114
1517830,5.0
298324,5.0
1339768,4.586297293293743
209806,5.0
471681,4.344592789931262
1050473,4.583899758652635
1220875,2.068973215380132
1012506,2.5468388354609415
682577,5.0
720821,3.3816363750990273
349412,3.932396348943698
1005919,4.590082510473927
1645510,3.9972463401220875
205879,3.770677737390085
654404,3.834119520707834
1226316,3.507306617903966
872588,3.668712829152655
100023,4.596932133608424
1559745,4.34053427309306
408200,4.6535010844509195
254046,3.6559048711180813
1503641,2.4436787924455543
1474849,5.0
1604215,1.2077784823446014
732878,4.3935666056970515
381925,4.698419913103831
212464,4.222180378896978
532505,4.160290836924851
1185385,4.699187888473378
886068,4.691535141393026
792059,4.992493335795723
1101142,4.382409696078712
1368042,5.0
559385,4.520385480046606
62995,4.913246647267905
1147697,4.125660853960792
1077573,5.0
1093804,5.0
822523,4.961142611933171
242632,3.542202177877078
805665,4.39558299237197
497715,4.662198212257689
627393,4.251758855982334
711428,5.0
1559901,3.2840208902583328
531703,2.9267920708197
285216,3.9329704732470256
744688,4.535533816585652
161149,4.795310826818094
565556,3.903243701010868
637294,4.833033029842505
1027571,4.4508627027594425
1311529,3.9880774446160405
921326,4.247612726039032
738411,5.0
372690,4.441251229576422
513172,5.0
1461385,4.84368934151901
1354341,5.0
1328359,4.0820690046514985
3920,4.329754275175816
964658,4.166736355839813
1164723,5.0
540960,4.913364553642983
1015450,3.971920166371906
105483,5.0
399824,4.464564918679074
1023627,2.138983878329487
96563,4.815032792991304
536551,4.784272975547109
1321508,5.0
354908,1.9877389778264187
1138375,3.973349655681431
266891,4.942081482270606
941902,4.8160710823563635
264350,4.773610685006623
157451,4.345387339610756
317752,3.6019996065402724
669313,4.77560096393599
1067519,5.0
152290,3.7050219232967843
5971,4.481075900428709
734468,4.385543166335087
592268,4.281412635419746
1087418,4.529192220930765
813159,3.849038794519132
982416,5.0
226116,4.882946993890987
1490051,3.9588123695070667
715775,2.8311282051459434
760069,5.0
1611033,4.140514115807779
296465,3.8485241431729107
1001113,1.257067746665196
1226447,4.281899548347181
763116,5.0
1281874,3.058325606997521
710449,4.610712426940086
655670,4.158277172122803
1279441,5.0
138971,4.97461787526266
1204844,4.221317900717764
216367,4.457685332229007
1322495,4.875230695491744
1562683,4.9293815714511116
1215585,4.754031569509918
1180715,2.7533562136235084
1133340,4.601515890424081
379997,4.023455616857573
1539285,4.080631030372558
893054,3.8340121655850687
1614606,3.5019084213040617
120209,5.0
423698,4.811780512798164
247296,4.590981138043595
1484863,3.8072030565248283
945367,4.586565606669428
258433,4.6157795119517555
461381,4.129494837816668
350528,4.051768896567103
1210620,3.563646354045542
497884,4.388460710723668
221815,4.446221788508308
1518430,3.759591437381397
183506,4.094713919967919
1296030,4.9289407304124095
607946,3.239009635454398
1046413,4.848860335327771
853096,3.5148641926204975
1043738,4.440369851166565
1522563,4.461891872536795
546029,2.2817897687517528
710264,1.0
1265676,3.1998921241958405
1452935,4.490393870312917
556793,4.972192377154504
147314,4.473584692353866
660387,4.221268730904938
355287,4.055929159487789
415864,3.8649831101340064
211593,3.6078601551891505
1284704,4.871091685205839
1548098,3.6509703703438516
1254602,4.610371687276919
532462,3.76614733302303
940585,4.658249268210372
18146,4.4871289193493045
533116,4.603330708913994
1689119,4.122851387345524
607919,4.3533582487445575
1340969,3.6209843903144363
517289,4.304075063238784
493042,4.568237127134783
122609,3.1576685661736468
21836,4.293105081211901
1678823,3.1077470765304436
770806,3.184717523577026
205382,3.741807820909532
229956,5.0
688523,4.468351835709009
191327,4.06839587295311
1451242,3.171570249804509
1169335,4.880546945593714
346155,4.9634502198868145
1220563,4.191702352066662
1167378,4.438210299982697
223019,2.9245940905268117
221213,4.778601656699347
1296203,4.452210411051037
284785,5.0
1275081,2.642521897705442
240410,4.875436116748782
110347,4.105020913556825
1164165,3.8030312366036325
1261797,4.139397167049737
1149351,3.1898279722748253
643253,4.5289367577880055
123661,4.328065584274209
898557,4.6603173983089405
1123032,5.0
434563,4.274650699267518
142551,4.425347015031706
104231,3.9733719230359714
510232,5.0
300718,4.914547594893837
1268699,5.0
445284,3.4897054324375287
234062,4.273278874244588
1441578,5.0
312967,3.379645704707849
1267520,2.914744305749206
1463693,1.1016833687071261
1677847,3.691172932161756
143782,4.417841331341736
939099,4.245104752347986
776793,4.9936653257913655
1412996,4.757461935855158
263261,4.310148244237458
85384,1.83944085229856
132492,3.0123328624573795
265701,4.625385671904973
1525772,4.304866020081869
1271296,4.275833602115305
531323,3.965139165356792
1486801,3.632409667160326
779508,3.900956754674846
156100,3.469174455560916
945559,5.0
208125,4.6978241165937105
675342,4.0244034784985905
922823,3.7682511053639347
1522070,4.776212527761357
423760,5.0
1311695,4.102793653986728
558185,4.248611763064368
111732,3.776172006628438
901314,3.015724032142189
1339566,3.355493104582417
1241977,4.485399456049498
71391,4.247355455544005
170312,3.608153798805038
1000354,3.3411621322408545
961032,4.326930794442652
635643,3.8243538085697772
1548753,4.37526322396565
208482,3.0874891113073613
634507,4.252986608296566
583242,4.3287716016383255
1676668,3.3655978342797326
1626819,2.8808077326487123
473258,4.545729984432442
1191080,4.213231329040655
1693117,1.077610112268149
1469208,3.702586758219202
989207,4.9975506335500555
1193492,3.1382695745774547
1646309,3.9076401571815143
158626,5.0
1493965,3.7371303861347247
1313738,3.910417164532004
100873,4.782472290670703
904247,3.9693088829702226
146516,1.5595780543181426
98025,2.2156049978565178
1304679,4.642333504140293
1317081,4.718013297971653
1565984,4.37457785689416
1121370,3.920506836788105
307830,4.730635807698296
957034,4.932941194033768
1501151,4.6584609859167445
844933,4.19084105008759
1304405,4.33946214338919
119572,2.9868319442206817
1665186,4.230027414121314
1294739,5.0
881047,4.9289854642282505
779732,4.454803097053506
1512399,4.419030642461658
1039265,4.864028333210523
391435,4.9066154346500035
355931,4.861653515206423
1475617,2.982654383033423
694297,5.0
960210,5.0
32589,3.9627977523136746
1613645,4.415736583592806
972608,5.0
747293,4.668949243239669
304301,4.52438679976871
560335,3.8652715020021913
207022,4.714648649988223
1561526,4.492089355065384
624346,1.0
1043786,3.0786543673305955
328968,3.4455695820120553
313687,3.1783701775462103
801384,3.9791819930936105
126434,5.0
413020,4.364849407317187
930959,4.361155456369989
863835,4.8060925778722865
1368923,5.0
332637,4.422811340135447
1289508,2.831771050343427
1441662,4.5747447608288265
752981,4.296614552545466
899707,4.066772226291553
941467,4.171006185289475
401367,4.832199170800973
80286,2.443832900302762
1013556,4.0904666610006295
403365,5.0
146788,4.2384883972486564
724344,4.179114580459037
586789,2.526445534502778
500617,4.344145641123403
58748,4.3601049366287254
688475,2.7745318392847342
90520,4.5417126078368595
1346263,3.5365050364088937
1034651,4.636264366490688
801737,3.5130759546995756
177654,4.922874060304336
623938,4.70536774353449
818931,5.0
1142967,2.3966973468113215
1594269,5.0
1229185,4.633096089770803
1539076,4.2438139437504425
1548545,3.8724291923731653
1506326,3.943519688550104
1118431,4.462013669182769
294583,3.8657132050189857
1448662,4.2521944359437365
791930,3.254345513085829
1305170,3.8232657433822252
1330679,4.05093465572026
774282,4.215557544594904
802225,2.628997646526356
1519011,4.152057765830453
1101518,4.521441833628886
1445293,4.139730381753404
998624,4.755068360356834
1081417,3.2442490027336417
635819,4.561011077093331
862639,4.498123930956135
314723,4.7846629283003645
1643318,4.781684477982134
481546,4.517957527429622
992379,5.0
897591,4.349577223932862
421023,1.6335323584117694
427931,5.0
1409812,4.629188662906957
1455039,5.0
323098,2.6634855322375652
924454,4.402954259781049
1201143,3.129998368665305
1136461,4.350523248481641
543423,2.0360483478218967
255531,5.0
1215882,2.2035043048171783
583601,4.464199133125368
690436,3.7347615232912865
681141,5.0
88161,4.61769306041753
862100,5.0
1374276,4.138186410642553
1333213,4.344926276580548
318780,4.910615970750824
1493080,4.950750819475897
491903,4.693839123601263
518377,4.769072047540456
1467372,4.203614291704589
1348760,4.02500532936855
96038,4.356765803794233
1399377,2.9279229641801052
313029,3.7864568450805143
1345032,3.65390440436258
400837,5.0
580678,3.741333526600947
853841,4.8711522518299875
433288,2.6911581921342576
472033,2.09430973868323
1391296,3.287046525853234
517823,2.2326791190841275
435487,5.0
299563,4.237035673848665
1452523,4.137152026542824
843516,5.0
1477368,3.4354732230579152
1341928,4.288785600720708
1177192,4.793249563789767
1125966,4.21482307707065
1179249,4.720515536284664
197109,4.724305277370551
1680463,4.965250128355032
920668,4.950003825648531
986056,4.813742625965311
838383,5.0
418798,3.4448215869166274
254036,4.924792684336792
695876,5.0
374167,5.0
1441492,4.469066024143739
772460,3.795437576756553
1099265,3.9967359448639224
421246,4.652123262743671
1479076,4.169273508542481
755482,3.528960718042819
1045577,3.3453035849082937
147883,5.0
1563468,4.118694291898707
1589325,3.7459230136861197
976026,4.722064227822002
760768,4.487953122485382
898203,2.561773657514144
575286,3.8497553741597064
990418,4.810796109782109
413022,3.494146679059093
307319,2.9249251646389207
194465,4.07544065895981
375269,2.966107661972292
514941,1.907853611408699
1667083,4.7860281012722075
1078320,5.0
97578,4.163706081062618
589221,1.9357525324267555
6773,2.9037483387623775
430313,4.518943561470042
1121684,3.960843085903679
1598166,4.856820998672626
864366,4.4426355981525125
1302708,4.965636728987297
897057,3.6755176049441753
137831,4.621687335808649
275990,4.347642104099284
1343675,4.66500738252164
1617300,4.187826387173007
1262997,5.0
983581,4.757246842099896
663849,4.9612757551380176
430269,4.232662561337852
404107,5.0
1312388,4.780686318457869
853862,5.0
1525083,3.6686638828375053
1501948,4.822309305871075
430677,4.034296894724905
550068,5.0
681051,3.521234388063732
1393398,3.8256541978803673
2600,3.315218192888153
932059,5.0
1312410,4.605317704028946
1058065,5.0
1278873,4.668947471116144
984704,2.9080805469747864
1108742,3.524359383381826
1138600,1.932957273394488
1292996,3.942216811683989
534045,3.368343306090771
1530195,5.0
406656,5.0
863897,4.818591090575283
1540263,4.766978376873106
710591,5.0
672192,4.648529966632195
856929,5.0
681759,4.385413879821843
51244,4.090351849237363
618189,5.0
501780,1.1429655574893567
1497051,2.5002514489848298
1627258,3.6564494148436673
1288858,4.5798726815736694
1090397,3.748794663498388
1076200,5.0
159815,5.0
366485,3.9363011266251533
